"AbdielIndivID","IndividualName","IndividualTitle"
"81902","Liu, Shuang ","Phoenix Satellite Television Holdings Limited - Chief Operating Officer"
"81909","Neoh MBA, Soon Hiong ","WCE Holdings Berhad - Chief Executive Officer"
"81917","Scotton, Anthony ","Onthehouse Holdings Limited - Non-Executive Chairman"
"81918","Ganesan, Sridhar ","Caplin Point Laboratories Limited - Managing Director and Whole Time Director"
"81924","Peng, An Zheng  ","Gpro Titanium Industry Co., Ltd. - General Manager and Director"
"81934","Liu, Shuhua ","GR Properties Limited - Chief Executive Officer and Executive Director"
"81944","Foss, David B.","Jack Henry & Associates, Inc. - CEO, President & Director"
"81961","Wong, Khai Shiuan ","Iskandar Waterfront City Berhad - Chief Executive Officer and Executive Director"
"81963","Kim, Suk-Man ","Moorim Paper Co., Ltd. - Chief Executive Officer"
"81964","Frost, Roger ","Victory Resources Corporation - Chief Executive Officer, President and Director"
"81967","Protopapas, Anna ","Ensemble Therapeutics Corporation - Former Director"
"81981","Chen, Jau Shyong ","SDI Corporation - Chairman of the Board and General Manager"
"81993","Nilsson M.Econ., MSc, Gun ","Husqvarna AB (publ) - Former Director"
"82011","Rosenbaum, Leonard A.","CVD Equipment Corporation - Founder, Chairman, Chief Executive Officer and President"
"82025","Gary, Hunter C.","Cadus Corporation - Chief Executive Officer, President and Director"
"82032","Lee, Seong-Min ","BYON Co., Ltd. - Chief Executive Officer"
"82033","Peyton, Duncan Joseph","4D pharma plc - Chief Executive Officer and Executive Director"
"82040","Hjsgaard, Henrik ","Randstad - CEO, President, Acting CEO of Dfind Sweden, MD of Nordics and Acting MD Dfind Sweden"
"82042","Flowers, Michael ","Chemring Group plc - Group Chief Executive Officer and Director"
"82049","Cornelius, Timothy James","Atlantis Resources Limited - CEO & Executive Director"
"82058","Lee, Gyeong-Seob ","TigerElec Co., Ltd. - Chief Executive Officer"
"82069","He, Jian Sheng ","China Gezhouba Group Company Limited - General Manager and Director"
"82082","Chandran, Puthan Veedu","Ambika Cotton Mills Limited - Chairman and Managing Director"
"82096","Carr, Jeremy ","MediaTechnics Corporation - Chief Executive Officer, President and Director"
"82099","Kang, Sung-Kuk ","Namhae Chemical Corporation - Chief Executive Officer and Representative Director"
"82118","Morsillo, Philippe ","Ausy SA - Chief Executive Officer and Executive Director"
"82121","Hogarth, Andrew John","Staffline Group plc - Chief Executive Officer and Executive Director"
"82128","Koo, Han-Suh ","Tong Yang Life Insurance Co., Ltd. - Chief Executive Officer and President"
"82137","Kayan B.Com, Vikrant ","Trinity Tradelink Limited - Chairperson & MD"
"82141","Jiang, Yingchun ","Poly Culture Group Corporation Limited - Chief Executive Officer and Executive Director"
"82147","Stevenson BA, BAI (Mech Eng, Hons), MBA, Howard Henry James","Lydian International Limited - Chief Executive Officer, President & Director"
"82150","Blau BCom LLB (cum laude), HDip Tax Law, Robert P.","SG Fleet Group Limited - CEO & Executive Director"
"82175","Morro, William C.","BlueNRGY Group Limited - Executive Chairman, Chief Executive Officer and Managing Director"
"82177","Wedgwood BCom, MSc (Finance), GAICD, Michael James","BWP Trust - Managing Director of BWP Management Limited and Director of BWP Management Limited"
"82198","Sinha, Prabhat Kumar","The Orissa Minerals Development Company Limited - Chief Executive Officer, Managing Director and Whole Time Director"
"82202","Brandtzg, Svein Richard","Norsk Hydro ASA - President, CEO & Member of Corporate Management Board"
"82210","Zerrouk, A. Faouzi","Zecotek Photonics Inc - Founder, Chairman, Chairman of Scientific Advisory Board, Chief Executive Officer and President "
"82217","Gorman, James P.","Morgan Stanley - Chairman & CEO"
"82219","Littlefield, Christopher J.","Athene USA Corporation - Former Chief Executive Officer and President"
"82228","Wigh, Jrgen ","Lagercrantz Group AB (publ) - President, CEO & Director"
"82229","Guscic Executive MBA, BEc, John ","Webjet Limited - Managing Director and Executive Director"
"82231","Koh, Eng Wah ","Phileo Australia Limited - Chief Executive Officer, Managing Director and Executive Director "
"82263","Reed, Michael E.","New Media Investment Group Inc. - Chief Executive Officer, President and Director"
"82296","Kurmaz, Yuriy P.","Public Joint-Stock Company Ukrtelecom - Chief Executive Officer and Director"
"82297","Lamp, David L.","Northern Tier Energy LP - CEO, President & Director of Northern Tier Energy GP LLC"
"82306","Milla Villafana, Carlos Alberto ","Compaa Minera Raura S.A. - Chief Executive Officer"
"82308","Kerastaris, Antonios I.","Intralot S.A. - Group Chief Executive Officer and Executive Director"
"82318","Vlasblom, Cornelis ","Beate Uhse AG - Chief Executive Officer, Chief Financial Officer and Member of Management Board"
"82333","Gennette, Jeffrey ","Macy's, Inc. - Chief Executive Officer, President & Director"
"82344","Billis, Anthony ","Rand Mining Limited - Chief Executive Officer, Managing Director and Executive Director"
"82355","Choksi, Mehul C.","Gitanjali Gems Limited - Chairman and Managing Director"
"82357","Washer, Susan B.","Applied Genetic Technologies Corporation - Chief Executive Officer, President and Director"
"82402","Noonan, Edward Joseph","Validus Holdings, Ltd. - Chairman, CEO, Chairman of the Validus Group and CEO of the Validus Group"
"82407","Wong, Fook Lin ","ES Ceramics Technology Berhad - Group Chief Executive Officer and Executive Director"
"82442","Chase, Adam P.","Chase Corporation - Chief Executive Officer, President and Director"
"82448","Holland BCom, BAcc, Witwatersrand; CA (SA), Nicholas John","Driefontein Consolidated Ltd. - Former Chief Financial Officer and Executive Director"
"82450","Rahemtulla, Aly ","BSM Technologies Inc. - Chief Executive Officer, President and Non-Independent Director"
"82463","Khetan B.E., Kamal  ","Sunteck Realty Limited - Chairman and Managing Director"
"82464","Hellawell, Martin J.","Softcat Plc - Chief Executive Officer and Executive Director"
"82473","Dyer, Timothy ","Addex Therapeutics Ltd - Co-Founder, Chief Executive Officer & Director"
"82482","Covey, Michael J.","Potlatch Corporation - Chairman and Chief Executive Officer"
"82485","Li, San Yim ","Lonking Holdings Limited - Founder, Executive Chairman and Chief Executive Officer"
"82487","Timken Jr., Ward J.","Team NEO - Director"
"82501","Tanner, Deborah L. Keller","Covance Inc. - Chief Executive Officer"
"82506","Kapoor CFA, Kunal ","Morningstar, Inc. - CEO, President & Director"
"82518","Klosk, Steven M.","Cambrex Corporation - Chief Executive Officer, President and Director"
"82538","Tunney, Greg A.","R.G. Barry Corporation - Chief Executive Officer, President and Director"
"82555","Oberoi, Vikramjit  Singh","EIH Limited - Chief Executive Officer, Managing Director and Executive Director"
"82560","Eriksen, Andr Sloth","Asetek A/S - Founder and Chief Executive Officer "
"82561","Moratti, Massimo ","Saras S.p.A. - Chief Executive Officer, Managing Director and Director"
"82571","Sands II, Robert S.","Constellation Brands, Inc. - Chief Executive Officer, President & Director"
"82575","Handley, Terry W.","Casey's General Stores, Inc. - Chief Executive Officer, President and Director"
"82580","Reinsch, Phillip A.","Capstead Mortgage Corporation - Chief Executive Officer, President, Chief Financial Officer, Secretary and Director"
"82582","Derham Cato, John P.","The Cato Corporation - Chairman, Chief Executive Officer and President"
"82583","LaRocco, Michael E.","Safeco Insurance Company of America Inc. - Former President and Chief Operating Officer"
"82584","Woody, Joseph F.","Smith & Nephew plc - Former President of Advanced Wound Management"
"82606","Nadella, Satya ","Microsoft Corporation - Chief Executive Officer and Non-Independent Director"
"82619","Oontornpan, Siripong ","Advanced Information Technology Public Company Limited - President and Director"
"82624","Li, Zhenjiang ","China Shineway Pharmaceutical Group Limited - Co-Founder, Executive Chairman and President"
"82633","Kersten Esq., Geert R.","CEL-SCI Corporation - Chief Executive Officer, Treasurer and Director"
"82660","Mikhailov, Sergey I.","Public Joint Stock Company Cherkizovo Group - Chief Executive Officer, Member of Management Board and Director"
"82663","Xiang, Xin ","China Innovation Investment Limited - Chairman & Chief Executive Officer"
"82671","Anuntarumporn, Sombat ","Interlink Communication Public Company Limited - Chairman, President & Managing Director"
"82690","Vergnano, Mark P.","E. I. du Pont de Nemours and Company - Former Executive Vice President"
"82691","Trerotola, Matthew L.","E. I. du Pont de Nemours and Company - Former Executive Vice President"
"82730","Thierer, Mark A.","Catamaran Corporation - Chairman and Chief Executive Officer"
"82736","Wongtoythong, Patama ","Solartron Public Company Limited - Chairman of the Executive Board, Deputy Chairman, Chief Executive Officer, Company Secretary and Executive Director"
"82743","Konov, Dmitry V.","Public Joint Stock Company ""SIBUR Holding"" - Chairman of Management Board, Chief Executive Officer and Director"
"82753","Chevillion, Christophe ","Environnement S.A. - Group Chief Executive Officer and Director"
"82757","Khosrowshahi, Dara ","Expedia, Inc. - Chief Executive Officer, President, Director and President of Expedia Worldwide"
"82784","Joosub, Mohamed Shameel Aziz","Vodacom Group Limited - Chief Executive Officer & Executive Director"
"82785","Illig, Clifford W.","Cerner Corporation - Co-Founder, Chairman & Interim CEO"
"82786","Li, Guang ","China Energine International (Holdings) Limited - Chief Executive Officer and Executive Director"
"82794","England, Andrew  J.","Coors Brewing Company - Former Chief Marketing Officer"
"82808","Cui, Weilan ","Hanhua Financial Holding Co., Ltd. - President and Executive Director"
"82814","Loshchinin, Dmitry A.","Luxoft Holding, Inc. - CEO, President & Director"
"82824","Olsen, Henrik ","Vigmed Holding AB (publ) - Chief Executive Officer"
"82837","Wang, Xuguang ","Haichang Ocean Park Holdings Ltd. - CEO & Executive Director"
"82840","Jinnai, Takaya ","Hiramatsu Inc. - President and Representative Director"
"82852","Greidinger, Moshe ","Cineworld Group plc - CEO & Executive Director"
"82856","Chiu, Man ","Sunfonda Group Holdings Limited - Chief Executive Officer and Executive Director"
"82877","Workman, Robert R.","NOW Inc. - Chief Executive Officer, President and Director"
"82889","Galindo, Igor Alcides Gonzales","Sierra Metals Inc. - Chief Executive Officer, President and Director"
"82908","Nicholas, Georgette C.","Genworth Financial, Inc. - Chief Executive Officer of Genworth Mortgage Insurance Australia Limited"
"82912","Smith Jr., Thomas  S.","MSG Networks Inc. - Former Chief Executive Officer and President"
"82913","Watkins BCom, FCA, SF Fin, FAICD, Alison Mary","Coca-Cola Amatil Limited - Group Managing Director and Executive Director"
"82917","Hartman, Curt R.","CONMED Corporation - Chief Executive Officer, President and Director"
"82957","Frietsch, Herman ","Teraforce Technology Corp. - Chairman of the Board and Chief Executive Officer"
"82966","Meemano, Amorn ","AJ Advance Technology Public Company Limited - Chief Executive Officer, MD, Deputy MD - Sales & Marketing and Executive Director"
"83009","Inglis, Andrew G.","Kosmos Energy Ltd. - Chairman and Chief Executive Officer"
"83010","Edwards, Marc Gerard Rex","Diamond Offshore Drilling, Inc. - Chief Executive Officer, President and Director"
"83014","Nugent, Jeffrey M.","BIOLASE, Inc. - Former Chief Executive Officer, President and Director"
"83019","Greenleaf, Peter S.","Sucampo Pharmaceuticals, Inc. - Chairman & CEO"
"83022","Ng, Ong Nee ","Asian Citrus Holdings Limited - Chairman and Chief Executive Officer"
"83029","Kertowidjojo, Jusak ","PT Indomobil Multi Jasa Tbk - President Director"
"83047","Asher-Topilsky, Lilach ","Israel Discount Bank Limited - Chief Executive Officer and President"
"83061","Weihs, Ory ","XLMedia PLC - Co-Founder, Chief Executive Officer and Executive Director"
"83085","Zengming, Ju ","Xinjiang Yilu Wanyuan Industrial Investment Holding Co., Ltd. - General Manager"
"83094","Lukminto, Iwan Setiawan","PT Sri Rejeki Isman Tbk - President Director and Chief Executive Officer"
"83105","Seligsohn, Gabi ","Kornit Digital Ltd. - Chief Executive Officer and Director"
"83128","Sun, Yude ","Shandong Airlines Co., Ltd. - President"
"83131","Huh, Tae-Soo  ","GS Home Shopping Inc. - Vice Chairman, Chief Executive Officer and President "
"83148","Karube, Jun ","Toyota Tsusho Corporation - Chief Executive Officer, President and Representative Director"
"83183","Dudolenski, Peter ","Global City Holdings N.V - Chief Executive Officer and Executive Director"
"83188","Sthr, Mikael ","AxIndustries AB - Former Chief Executive Officer"
"83198","Bradford BAppSc Extractive Metallurgy, FAusIMM, MSMME, MAIC, Peter J. L.","Independence Group NL - Chief Executive Officer, Managing Director and Executive Director"
"83209","Chai, Woon Chet ","Vizione Holdings Berhad - Former Executive Director"
"83239","Knight, Niklas ","SBC Sveriges BostadsrttsCentrum AB (publ) - Chief Executive Officer, President and Consulting Manager"
"83240","Johnson, William C.","Dover Corporation - Former VP, CEO & President - the Refrigeration & Food Equipment Segments"
"83253","Hartvig, Ulrik Kolding","Brdrene Hartmann A/S - Chief Executive Officer and Member of Executive Board"
"83260","Oringer, Jonathan ","Shutterstock, Inc. - Founder, Chairman and Chief Executive Officer"
"83276","Labe, James P.","TriplePoint Venture Growth BDC Corp. - Chairman and Chief Executive Officer"
"83292","Allen, Neal ","Dominovas Energy Corporation - Chairman, Chief Executive Officer and President"
"83311","Lamberti BCom, MBA (Wits), PPL (Harvard), CD(SA), Mark James","Imperial Holdings Limited - CEO & Executive Director"
"83312","Safrar, Said Ahmed","Oman Investment & Finance Company SAOG - Chief Executive Officer"
"83320","Durham, Fred E.","CafePress Inc. - Co-Founder, Chairman & CEO"
"83342","Landsberg, Yuval ","Sano-Bruno's Enterprises Ltd. - Chief Executive Officer"
"83350","Hisaoka, Takuji ","Zakkaya Bulldog Co., Ltd. - President and Representative Director"
"83387","Sharma, Rakesh Kumar","The Lakshmi Vilas Bank Limited - Former Chief Executive Officer, Managing Director and Director"
"83389","Cowan DO, D. J. Paul E.","Quotient Limited - Chairman & CEO"
"83400","McGuire, Jonathan Will","Volcano Corporation - Former President of Americas Commercial"
"83408","Little Ph.D., Stephen ","Premaitha Health PLC - Chief Executive Officer and Executive Director"
"83436","Korte, Daniel G. J.","LMI Aerospace, Inc. - CEO & President"
"83438","Hapuarachchi M.B.A. (Sri J.), Dip. in Bank Mgt (IBSL), Nimal C.","Sanasa Development Bank PLC - GM & CEO "
"83452","Ng, Aun Hooi ","Vizione Holdings Berhad - Managing Director and Executive Director  "
"83470","Xie, Shi-Bin ","SGOCO Group, Ltd. - Chief Executive Officer and President"
"83478","Puckett, Karen A.","CenturyLink, Inc. - Former President of Global Markets"
"83492","Dmitrieff, Nicolas ","Constructions Industrielles de la Mditerrane - Chairman of Management Board"
"83493","Medeiros Soux, Rolando  ","Compaa Electro Metalrgica S.A. - General Manager"
"83512","Descheemaeker, Stfan ","OAO SUN InBev - Former Director"
"83521","Timler, Boyd Walter","Beadell Resources Limited - Former Chief Operating Officer"
"83532","Yu, Liang ","Aisino Corporation - Vice Chairman, General Manager and Director"
"83550","Rettaliata, Peter D.","Ashlin Development Corp. - Former Chief Executive Officer, President and Director"
"83572","Motoyama, Saichiro ","Yume Technology Co., Ltd. - President and Representative Director"
"83573","Aziz, Ihsanul ","Social Islami Bank Limited - Chief Executive Officer, Additional Managing Director and Member of Shariah Supervisory Committee"
"83590","Markelov, Pavel Vladimirovich","Public Joint Stock Company Vladimir Chemical Plant - General Director and Director"
"83591","Ripley, Christopher S.","Sinclair Broadcast Group, Inc. - President & CEO"
"83603","Xu, Qian ","Nanjing Putian Telecommunications Co., Ltd. - Chairman and President"
"83612","Irfan, Ahmad ","PT Bank Pembangunan Daerah Jawa Barat dan Banten Tbk - President"
"83613","Kanai, So ","Asia Gate Holdings Co., Ltd. - President and Representative Director"
"83639","Clarke, Jeffrey J.","Eastman Kodak Company - Chief Executive Officer and Director"
"83649","Stegmayer, Joseph H.",\t
"83655","Hidajat, Jonatha Sofjan","PT Industri Jamu dan Farmasi Sido Muncul Tbk - President Director and Marketing Director"
"83671","Diehl, Bowen S.","Capital Southwest Corporation - CEO, President & Director"
"83681","Sedor, John Anthony","Pernix Therapeutics Holdings, Inc. - Chairman and Chief Executive Officer"
"83683","Guetter, Antnio Sergio de Souza","Companhia Paranaense de Energia - COPEL - CEO, Member of Executive Board & Director"
"83690","McMasters, Michael P.","Chesapeake Utilities Corporation - Chief Executive Officer, President and Director"
"83706","Goodman BA, LLB, MBA, Jonathan Ross","Knight Therapeutics Inc. - Chief Executive Officer and Director"
"83718","Jung M.D., Hyunjin ","STCube, Inc. - Chairman and Chief Executive Officer"
"83726","Ti, Tenling ","UTStarcom Holdings Corp. - Chief Executive Officer and Director"
"83732","Suri, Rajeev ","Nokia Corporation - President & Chief Executive Officer"
"83734","Utaiwan, Chaiwat ","TTW Public Company Limited - Managing Director, Acting Assistant Managing Director of Business Development Group and Director"
"83737","Senger, Joseph A.","Dacotah Banks, Inc. - CEO, President, Director, CEO - Dacotah Bank, President of Dacotah Bank and Director of Dacotah Bank"
"83757","Lee, Jeong-Guen ","SaraminHR Co.,Ltd. - Chief Executive Officer and Representative Director"
"83767","Decker, Patrick K.","Xylem Inc. - Chief Executive Officer, President and Director"
"83769","Rambaud-Measson, Stphane ","Faiveley Transport S.A. - Chairman of the Management Board &  Chief Executive Officer"
"83779","Abbasi, Ebrahim ","Violin Memory, Inc. - Chief Executive Officer & President"
"83793","Ling, Yong Wah ","Vallianz Holdings Limited - CEO & Executive Director"
"83794","Newton-Jones, Mark ","Mothercare plc - CEO & Executive Director"
"83795","Huang, Yu ","Tongfang Kontafarma Holdings Limited - Chairman"
"83810","Randell, Joseph D.","Chorus Aviation Inc. - CEO, President & Non Independent Director"
"83829","Bartholomew, David James","DUET Group - Chief Executive Officer"
"83830","Divi M. Pharm, Ph.D., Murali Krishna Prasad","Divi's Laboratories Limited - Chairman and Managing Director "
"83840","Maniadakis, Antonios ","Minoan Lines Shipping S.A. - Managing Director and Executive Director"
"83864","Bauer, Stephan ","Forbo Holding AG - Chairman of the Executive Board and Chief Executive Officer"
"83866","Man-Tang, Liou ","Shenzhen Universe (Group) Co., Ltd. - President"
"83867","Klapper, Norbert ","Rieter Holding AG - Chief Executive Officer"
"83881","Ebling, Thomas D.","VFA, Inc. - Director"
"83882","Altomari, Alfred F.","Agile Therapeutics, Inc. - Chairman, Chief Executive Officer and President"
"83884","Anderson, Gerard M.","The Henry Ford - Trustee"
"83888","Pos, Martin ","Goodbaby International Holdings Limited - Chief Executive Officer and Executive Director"
"83891","Wellner, Wilhelm ","Railpool GmbH - Former Managing Director, General Manager and Member of Management Board"
"83896","Zhang, Qiguang ","Harbin Bank Co., Ltd. - President, Chief Financial Officer and Executive Director"
"83916","McNamara, Kevin J.","Chemed Corporation - Chief Executive Officer, President and Director"
"83922","VanHorn, Bruce ","Poage Bankshares, Inc. - CEO, President & Director"
"83944","Trau, Israel ","Union Bank of Israel Ltd. - Chief Executive Officer"
"83952","Tyson, Richard ","Sea Tel, Inc. - Former President of Cobham Aerospace & Security Division"
"83960","Lu, Lincoln ","Asian Growth Properties Limited - Chief Executive Officer and Executive Director"
"83962","Davis, Ciaran ","HT&E Limited - CEO, MD & Executive Director"
"83966","Hastings B.Com., Jane M.","Event Hospitality & Entertainment Limited - CEO, MD & Director"
"83986","Christiansen , John ","Ln & Spar Bank A/S - Chief Executive Officer"
"83993","Zhou EMBA, Xin ","Leju Holdings Limited - Executive Chairman"
"84002","Brookes, Karl Heino","AS Tallinna Vesi - Chairman of the Management Board and Chief Executive Officer"
"84003","Sapirstein, James E.","ContraVir Pharmaceuticals, Inc. - Chief Executive Officer & Director"
"84022","Lee, Nam Suck ","Lichem. Co., Ltd. - Chief Executive Officer"
"84053","Ao, Xiao Qiang ","Beijing SDL Technology Co.,Ltd. - Chairman and General Manager"
"84064","Hansing, Timothy J.","Red Planet Japan, Inc. - President and Representative Director"
"84076","Habu, Yuki ","AEON Stores (Hong Kong) Co., Limited - Chairman & MD"
"84093","Farmer, Scott D.","Cintas Corporation - Chairman and Chief Executive Officer"
"84101","Lacey, Dennis J.","Real Goods Solar, Inc. - CEO, Secretary & Director"
"84108","Kellett, Ian ","Pets at Home Group Plc - Group Chief Executive Officer & Director"
"84132","Schaefer, John V.","Sportsman's Warehouse Holdings, Inc. - Chief Executive Officer and Director"
"84136","Moelis, Kenneth D.","Moelis & Company - Chairman and Chief Executive Officer"
"84164","Robinson, Glen ","Beacon Lighting Group Limited - Chief Executive Officer and Director"
"84188","Omine, Mitsuru ","The Okinawa Electric Power Company, Incorporated - President and Director "
"84191","Hayama, Akira ","Riso Kagaku Corporation - President, CEO, GM of Overseas Marketing Division & Representative Director"
"84197","Correa Rodrguez, Alvaro ","Almendral S.A. - General Manager"
"84198","Gonzlez, Cirilo Elton","Navarino S.A. - General Manager"
"84205","Miyanaga, Masato ","The Chugoku Bank, Limited - President and Director"
"84209","Watanabe, Tomoki ","The Hyakujushi Bank, Ltd. - President and Representative Director"
"84211","Morrissey, John A.","Chicago Rivet & Machine Co. - Chairman and Chief Executive Officer"
"84215","Kondo, Harusada ","Nishimatsu Construction Co., Ltd. - Chief Executive Officer, President and Representative Director"
"84219","Kawabe M.D., Ph.D.                                       , Takumi ","CanBas Co., Ltd. - Co-Founder, President and Representative Director"
"84221","Loi, Pok Yen ","CWT Limited - Group Chief Executive Officer and Executive Director"
"84241","Ashcroft BCom, ICAA, Malcolm Robert","CIMIC Group Limited - Former Deputy Chief Financial Officer"
"84247","Tanviruch, Suparanan ","VGI Global Media Public Company Limited - Former Chief Financial Officer"
"84259","Yip, Anna ","Mastercard Incorporated - Former Head of Hong Kong & Macau"
"84268","Wu, Guozheng ","Shanghai Kinlita Chemical Co., Ltd. - Chairman and General Manager"
"84273","Hidaka, Daisuke ","Runsystem Co.,Ltd. - President and Representative Director"
"84288","Drejer Ph.D., Jrgen ","Saniona AB (publ) - Chief Executive Officer, Founder and Director"
"84299","Grunebaum, George ","Ashmore Funds - Ashmore Emerging Markets Hard Currency Debt Fund - Chairman, Chief Executive Officer and President"
"84305","Gantois, Michel Jean  Gilbert","Engie Energa Per S.A. - Chief Executive Officer "
"84313","Hidalgo, Augusto P.","National Reinsurance Corporation of the Philippines - Chief Executive Officer, President & Executive Director"
"84315","Moyne, Frdric ","Albioma - Chief Executive Officer & Director"
"84317","Major, Eric D.","K2M Group Holdings, Inc. - Co-Founder, Chief Executive Officer, President and Director"
"84320","Chao, Guowei ","Weibo Corporation - Chairman"
"84323","Wang, Gaofei ","Weibo Corporation - Chief Executive Officer"
"84331","Parent, William M.","Blue Hills Bancorp, Inc. - CEO, President and Director"
"84343","McCann H.N.D Business Studies, FIHI, Patrick A.","Dalata Hotel Group plc - Chief Executive Officer and Executive Director"
"84349","Moos, Ren M.","HealthCity International B.V. - Chief Executive Officer"
"84352","Helt, James P.","ACNB Corporation - CEO, President, Director & CEO, President & Director of Adams County National Bank"
"84392","Ko, Tsai ","Longbau Group, Inc. - CEO & Director"
"84408","Li, Jie ","Humanwell Healthcare (Group) Co.,Ltd. - President and Director"
"84410","Hung, Hank ","Iron Force Industrial Co., Ltd. - President"
"84418","King, David L.","Primoris Services Corporation - Chief Executive Officer, President and Director"
"84423","Awan, Amjad ","Japan Power Generation Limited - Chief Executive Officer"
"84426","Ishaque, Khalid ","Pixium Vision SA - Chief Executive Officer and Director"
"84427","Bilys, Saulius ","AB Amber Grid - Chief Executive Officer, General Manager and Director"
"84451","Small, Gary M.","United Community Financial Corp. - CEO, President, Director, CEO of Home Savings & Loan Co. and President of Home Savings & Loan Co."
"84482","Diniz, Jnyo Jangui Bezerra","Ser Educacional S.A. - CEO, Member of Board of Executive Officers & Director"
"84504","Hansson, Herbjrn ","Nordic American Offshore Ltd. - Executive Chairman"
"84511","Caunce, Stephen ","AO World plc - CEO & Executive Director"
"84523","Park, In-Gyu ","DGB Financial Group Co., LTD. - Chairman and Chief Executive Officer"
"84534","Xie, Shi Ming ","Formosa Taffeta Co., Ltd. - President, Managing Director and Executive Director"
"84540","Ky, Nguyen Tan","VinaCaf Bien Hoa Joint Stock Company - Chief Executive Officer, General Director and Member of Management Board"
"84553","Zhao, Yifang ","Zhejiang Huace Film & TV Co., Ltd. - President and Director"
"84557","Chernicoff, Richard S.","Great Elm Capital Group, Inc. - Chief Executive Officer and Executive Director"
"84559","Liu, Heqiang ","China New Town Development Company Limited - Chief Executive Officer and Executive Director"
"84563","Yang, Jong-Hee ","KB Financial Group Inc. - Former Deputy President of Financial Planning Dept, IR Dept, HR Dept and Public Relations Dept"
"84566","Male, Jeremy J.","Outfront Media Inc. - Chairman and Chief Executive Officer"
"84589","Blackmore, Peter ","SunEdison, Inc. - Former Independent Director"
"84591","Newlin, Stephen D.","PolyOne Corporation - Former Executive Chairman"
"84596","Frolov, Alexander Vladimirovich","EVRAZ plc - Chief Executive Officer and Executive Director"
"84602","Dutta, Sukumar ","Simplex Infrastructures Limited - CFO & Whole-Time Director"
"84614","Fujioka, Hiroshi ","Pixela Corporation - President and Representative Director"
"84617","Kobi, Yoshihiro ","PT Bekasi Fajar Industrial Estate Tbk - President Director"
"84623","Subraminam, Vallauthan ","PT Sawit Sumbermas Sarana Tbk - President Director"
"84643","Tzou, Ming-Jen ","Nan Ya Plastics Corporation - President and Director"
"84647","Gao, Yuwen ","China Meheco Co., Ltd. - President & Director"
"84659","Stromberg, William J.","T. Rowe Price Group, Inc. - Chief Executive Officer, President and Director"
"84673","Canter, Stephen Edward","Dreyfus Growth and Income Fund, Inc. - Chief Executive Officer"
"84679","Al Subaey, Khalifa Abdulla Turki","Qatar Insurance Company S.A.Q. - Chief Executive Officer, Group President and Director"
"84683","Vilailuck, Charoenrath ","Samart Telcoms Public Company Limited - Member of Executive Board and Executive Director "
"84686","Al-Shaibei, Abdulbasit Ahmad Abdulrahman","Qatar International Islamic Bank (Q.S.C) - Chief Executive Officer"
"84688","Dall Onder, Rudimar ","Grendene S.A. - CEO & Member of Executive Board"
"84707","Murata, Kazuo ","CTI Engineering Co., Ltd. - President and Representative Director"
"84719","Ramachandran Ph.D., Raman ","BASF India Limited - Chairman and Managing Director"
"84732","Griffith B.Eng.(Mining) (Hons), Pr.Eng., Christopher Ivan","Anglo American Platinum Limited - Chief Executive & Executive Director"
"84734","Torres Llosa Villacorta, Eduardo Enrique ","BBVA Banco Continental - Chief Executive Officer, Managing Director and Director"
"84747","Serra Cambiaso, Manuel ","Instituto de Diagnstico S.A. - General Manager"
"84753","Yavrucu, Ayhan ","Alarko Holding A.S. - Chief Executive Officer & Director"
"84760","Krempec, Krzysztof ","Mercor SA - Chairman of the Management Board"
"84774","Ordan, Mark S.","Washington Prime Group Inc. - Former Director"
"84783","Dai, Jian ","BAIOO Family Interactive Limited - Co-Founder, Chairman and Chief Executive Officer"
"84808","Albanese BS (Mineral Economics) MS (Mining Engineering), Thomas ","Vedanta Limited - CEO & Whole-Time Director"
"84823","Li, Xianghong ","Munsun Capital Group Limited - Chairman and Chief Executive Officer"
"84828","Yokota, Hiroshi ","Tokuyama Corporation - Executive President, Head of all Business Divisions, Exec. Officer & Representative Director"
"84829","Olsen, Jeffrey R.","Boart Longyear Limited - Chief Executive Officer, President & Executive Director"
"84840","Stolt-Nielsen, Niels G.","Avance Gas Holding Limited - Chairman"
"84858","Arai, Masaaki ","Open House Co., Ltd. - President and Representative Director"
"84869","Suarez, Jose ","Alexandria Advantage Warranty Company - Chairman and Chief Executive Officer"
"84871","Lombardi, Fernando Martn Zavala","Cerveceria San Juan S.A. - Chairman"
"84872","Michel, Kay ","SKW Stahl-Metallurgie Holding AG - Chairperson of Executive Board and Chief Executive Officer"
"84875","Olivier, Stefan ","MX Oil PLC - Chief Executive Officer and Director"
"84877","Beck, Mark A.","Danaher Corporation - Former Executive Vice President"
"84881","Little, Rod R.","Elizabeth Arden, Inc. - Former Chief Financial Officer and Executive Vice President"
"84883","Rizakos, Peter ","Marret Resource Corp. - President & Chief Executive Officer"
"84890","Weber , Christophe ","Takeda Pharmaceutical Company Limited - Presidednt, CEO & Representative Director"
"84902","Soeryadjaya, Michael William P.","PT Saratoga Investama Sedaya Tbk - President Director and Business Development Director"
"84926","Cher, Lew Siang ","AEM Holdings Ltd - Group Chief Executive Officer & Executive Director"
"84938","Jansen, Rolf Habben","Hapag-Lloyd Aktiengesellschaft - Chairman of the Executive Board and Chief Executive Officer"
"84961","Xiang, Fuqi ","Darwin Precisions Corporation - Chairman and Chief Executive Officer"
