"AbdielIndivID","IndividualName","IndividualTitle"
"56099","Yamada, Hisato ","Okaya Electric Industries Co., Ltd. - Executive President and Director"
"56103","Lee, Jae-Hwan ","Toptec Company Limited - Chief Executive Officer"
"56112","Vulimiri M.Sc., B.Sc., P.Geo, Mohan R.","Nortec Minerals Corp. - Executive Chairman, Chief Executive Officer and Member of Audit Committee"
"56117","Yang, Te-Hwa ","Awea Mechantronic Co., Ltd. - President"
"56127","Ding, Yanzhang ","China Energy Engineering Corporation Limited - Vice Chairman of the Board, Chief Executive, Vice President, General Manager, Executive Director and Member of Strategy Committee"
"56144","Askren, Stanley A.","HNI Corp. - Executive Chairman, Chief Executive Officer and President"
"56157","Nagashima, Hiroto ","Ebara Jitsugyo Co.,Ltd. - Managing Executive Officer, General Manager of Environmental System East Japan Division and Director"
"56169","Green, Jeffrey  Terry","The Trade Desk, Inc. - Co-Founder, Chief Executive Officer, President and Director"
"56174","Coradino, Joseph F.","Pennsylvania Real Estate Investment Trust - Chief Executive Officer and Trustee"
"56179","Gilly, Bernard ","Pixium Vision SA - Executive Chairman"
"56181","Sato, Kazuhiko ","Mobile Create Co., Ltd. - Director"
"56182","Gray, Steven D.","RSP Permian, Inc. - Co Founder, Chief Executive Officer and Director"
"56183","Nomura, Hideki ","Beauty Garage Inc. - Chief Executive Officer and Representative Director"
"56190","Kim, Yong-Hwan ","Nice D&B Co., Ltd. - Chief Executive Officer"
"56197","Su, Zhongjun ","Chongqing Sanxia Paints Co., Ltd. - Chairman and Chief Executive Officer"
"56212","Xu, Ouyang ","Tibet Tourism Co.,Ltd - Chairman, General Manager and Secretary"
"56234","O'Dell ChFC,CLU, Mark Steven","Manulife Holdings Berhad - Group Chief Executive Officer, Executive Director and Member of Executive Committee"
"56236","Flum, Jerome S.","Creditriskmonitor.com Inc. - Executive Chairman and Chief Executive Officer"
"56242","Rondeau, Christopher ","PFIP, LLC - Chief Executive Officer"
"56253","Maredia, Amin N.","Sprouts Farmers Market, Inc. - Chief Executive Officer and Director"
"56261","Sawiris, Nassef Onssy Naguib","OCI N.V. - Chief Executive Officer and Executive Director"
"56273","Thiel, Frederick G.","Local Corporation - Chairman and Chief Executive Officer"
"56295","Power, Walter Craig","The 13 Holdings Limited - Chief Executive Officer, Executive Director, Member of Executive Committee and Member of Finance & Investment Committee"
"56296","Bruce OBE, Neil A.","SNC-Lavalin Group Inc. - Chief Executive Officer, President and Director"
"56298","Tao, Jiang ","Changchun Yidong Clutch Co.,Ltd - General Manager"
"56299","Purcell, Robert ","Renold plc - Chief Executive, Executive Director and Member of Executive Risk Management & Monitoring Committee"
"56309","Cope, George Alexander","Bell Aliant Regional Communications Inc. - Chairman"
"56312","Theepakornsukkasame, Artit ","Chonburi Concrete Product Public Company Limited - Managing Director and Director"
"56327","Takashima, Takero ","Wadakohsan Corporation - President and Representative Director"
"56337","Richardson, Craig Paul","Wynyard Group Limited - Chief Executive Officer, Executive Director and Member of Disclosure Committee"
"56347","Suzdak Ph.D., Peter D.","Rexahn Pharmaceuticals, Inc. - Chief Executive Officer and Director"
"56370","Kim, Jung-Min ","Zero To Seven Inc - Chief Executive Officer"
"56371","Lyu, Jiajin ","Postal Savings Bank of China Co., Ltd. - President, Executive Director, Chairman of Social Responsibility Committee, Member of Strategic Planning Committee, Member of Risk Management Committee and Member of Nomination & Remuneration Committee"
"56380","Kamfar, R. Ramin","Bluerock Residential Growth REIT, Inc. - Chairman, Chief Executive Officer and President"
"56391","Ahmed Retd., A. K. M. Hafiz","R.N. Spinning Mills Ltd. - Chief Executive Officer and Managing Director"
"56403","Haque, Mohammad Atiqul","Tallu Spinning Mills Limited - Managing Director and Director"
"56417","Li, Hongguo ","Lecron Internet Media Industry Co., Ltd. - Chairman"
"56419","Yao, Jianhua ","Suzhou Industrial Park Heshun Electric Co., Ltd. - Chairman"
"56421","Yan, Long Cai ","Mechema Chemicals International Corp. - Chairman of the Board and President"
"56427","Guo, Qiyin ","Ningbo GQY Video & Telecom Joint-Stock Co., Ltd. - Chairman and General Manager"
"56431","Chang, Alice ","ChenFull International Co., Ltd. - Chief Executive Officer"
"56440","Ornskov M.D., MBA, MPH, Flemming ","Shire plc - Chief Executive Officer, Managing Director, Director and Chairman of Executive Committee"
"56445","Couchman CFA, Jonathan M.","Myrexis, Inc. - Chairman, Chief Executive Officer, President, Chief Financial Officer and Principal Accounting Officer"
"56449","Kennedy, Robert ","Optos plc - Chief Financial Officer, Company Secretary and Executive Director"
"56457","Qayyum, Muhammad ","Bata Pakistan Ltd. - Chief Executive, Managing Director, Director and Member of Human Resource & Remuneration Committee"
"56458","Hoffman, Kelly W.","Ring Energy, Inc. - Chief Executive Officer and Director"
"56469","Zhang, Neng Yao ","Sino Horizon Holdings Limited - President and Director"
"56472","Myung, Hyung-Sup ","Daesang Corporation - Chief Executive Officer and President"
"56497","Mohamad, Hamdan ","Ranhill Holdings Berhad - Chief Executive, President, Executive Director and Member of Strategy & Investment Committee"
"56498","Sigurdsson, Jon ","Ossur Hf. - Chief Executive Officer and President"
"56502","Mller-Hergt, Gustavo ","ALSO Holding AG - Chairman and Chief Executive Officer"
"56533","Diorio Ph.D., Chris ","Impinj, Inc. - Co-Founder, Vice Chairman and Chief Executive Officer"
"56542","Yu, Bao Chi ","Tangshan Jidong Equipment Engineering Co., Ltd. - General Manager and Director"
"56560","Wei, Fajun ","Beijing Highlander Digital Technology Co., Ltd. - President and Director"
"56561","Suga, Nobuhiko ","Original Engineering Consultants Co., Ltd. - President and Representative Director"
"56572","Ye, Jin Wu ","Hiconics Drive Technology Co., Ltd. - General Manager and Vice Chairman"
"56576","Kozlowski, Damian M.","Citigroup Inc. - Former Global Chief Executive Officer of Citigroup Private Bank and President of the U S Regio"
"56583","Rhode Ph.D., Jason P.","Cirrus Logic Inc. - Chief Executive Officer, President and Director"
"56607","Jackson, Scott T.","YM BioSciences USA Inc. - Former Vice President of Marketing"
"56616","Camenzuli, Frank Xavier","Agellan Commercial Real Estate Investment Trust - Chief Executive Officer and Trustee"
"56619","Zhongjie , Lin ","Aeon Motor Co., Ltd. - General Manager"
"56628","Coetzee BA (Law), BA (Hons), MBA, Louis Lodewyk","Kibo Mining Plc - Chief Executive Officer and Executive Director"
"56639","Kromadit, Vikrom ","Amata VN Public Company Limited - Chairman"
"56643","Lee, Jae-Hyuk ","Lotte Chilsung Beverage Co., Ltd. - Chairman and Chief Executive Officer"
"56645","Kang, Chan-Suk ","Hyundai Home Shopping Network Corporation - Chief Executive Officer"
"56692","Lee, Hyeong-Guk ","Samick Musical Instruments Co., Ltd. - Chief Executive Officer, President and Representative Director"
"56693","Su, Liqian ","Yangzhou Yaxing Motor Coach Co., Ltd. - General Manager"
"56709","Wright, Dickerson ","NV5 Global, Inc. - Chairman and Chief Executive Officer"
"56719","Sthl MSc, Christina ","MQ Holding AB - Chief Executive Officer and President"
"56720","Hoang, Van Dieu ","ALTA Company - Chairman of the Board of Management and General Director"
"56744","Xiang, Xingchu ","Anhui Jianghuai Automobile Co., Ltd. - General Manager and Director"
"56773","Seymour M.D., MPH, Eugene ","NanoViricides, Inc. - Chief Executive Officer and Director"
"56779","Ounjai, Worawoot ","COL Public Company Limited - Chief Executive Officer, Managing Director, Director, Member of Executive Committee and Member of Risk Management Committee"
"56783","Ota, Masahiko ","Jason Co., Ltd. - Chairman, President and General Manager of Operations Division"
"56786","Espitalier-Nol, Gilbert ","New Mauritius Hotels Ltd. - Chief Executive Officer, Executive Director and Member of Corporate Governance Committee"
"56787","Thene, Tony R.","Carpenter Technology Corp. - Chief Executive Officer, President and Director"
"56807","Pan, Jin Chu ","Zhejiang Huafeng Spandex Co., Ltd - General Manager and Director"
"56809","Wang, Shi Qi ","RichWave Technology Corp. - General Manager and Director"
"56818","Ahmad, Ishtiaq ","Dewan Textile Mills Ltd. - Chief Executive Officer, Executive Director and Member of Human Resources & Remuneration Committee"
"56820","Phillips, Richard D.","Essendant Inc. - Group President of Industrial Essentials and President of ORS Nasco"
"56827","Thanh, Nguyen Van","CII Bridges and Roads Investment Joint Stock Company - Chief Executive Officer and Director"
"56830","Lo, Chao Chia ","Hong Yi Fiber Ind. Co., Ltd. - President and Director"
"56833","Chowdhury, Arif Ahmed","Fu Wang Foods Ltd - Managing Director and Director"
"56842","Ullah, A. H. M. Habib","CVO Petrochemical Refinery Limited - Chief Executive Officer, Managing Director, Director and Member of Audit Committee"
"56850","Guo, Hongbao ","Shaanxi J&R Fire Fighting Co., Ltd. - President"
"56881","Engtrakul, Somchainuk ","Energy Absolute Public Company Limited - Chairman"
"56882","Ahunai, Somphote ","Energy Absolute Public Company Limited - Chairman of Executive Board, Chief Executive Officer, Chairman of Executive Officers, Director, Chairman of Executive Committee and Member of Risk Management Committee"
"56891","Tamaki, Yasuhiro ","Tama Home Co., Ltd. - Chairman, Chief Executive Officer and President"
"56920","Awori, Jeremy ","Barclays Bank Of Kenya Limited - Managing Director, Executive Director, Chairman of Assets & Liabilities Committee, Chairman of Risk & Control Committee, Chairman of Remuneration & Promotions Committee and Member of Corporate Governance & Nominations Committee"
"56927","Wierzycka CFP, Magdalena Franciszka","Sygnia Limited - Chief Executive Officer and Executive Director"
"56930","Yeol, Kwon Yeong ","Seoam Machinery Industry Company Ltd. - Chief Executive Officer"
"56981","Strobl, Johann ","Bank BPH SA - Former Member of the Supervisory Board, Chairman of Credit Committee, Member of Remunerations Committee and Member of Investment Committee"
"56993","Sherman, Michael A.","Guidant LLC - VP Finance and Strategic Planning"
"57010","Cittadini, Peter I.","Actuate Corporation - Chief Executive Officer, President and Director"
"57029","Stevens CBE, David ","Admiral Group plc - Co-Founder, Chief Executive Officer, Executive Director and Member of Group Risk Committee"
"57030","Adams, David C.","Curtiss-Wright Controls, Inc. - Co-Chief Operating Officer of Curtiss-Wright Corporation"
"57069","Kessel CPA, William Bradford","Independent Bank Corporation - Chief Executive Officer, President, Director, Chief Executive Officer of Independent Bank, President of Independent Bank and Director of Independent Bank"
"57074","Zhou, Si ","Beijing Enterprises Holdings Ltd. - Vice Chairman, Chief Executive Officer, Chairman of Corporate Governance & Risk Management Committee, Member of Remuneration Committee, Chairman of Beijing Gas Group Co Ltd, Managing Director of Beijing Gas Group Co Ltd and Deputy General Manager of Beijing Enterprises Group Holdings Company Limited"
"57078","Fogarty, Kevin M.","Kraton Polymers LLC - Former Chief Executive Officer, President, Director and Member of Executive Committee"
"57079","Taylor, David S.","The Procter & Gamble Company - Chairman, Chief Executive Officer and President"
"57084","Kane, Michael ","Holcim (US) Inc. - Former Senior Vice President of Southeast Region"
"57091","Ann, Bao Xin ","GCS Holdings, Inc. - Chief Executive Officer and Director"
"57112","Ahlquist, Gran ","Recyctec Holding AB (publ) - Chief Executive Officer and Director"
"57118","Pereira, Gino Miguel","Nxt-ID, Inc. - Chairman, Chief Executive Officer and President"
"57126","Zhu, Fenglian ","Guangdong Boxin Investing & Holdings Co., Ltd. - Chairman"
"57132","Creel, Keith E.","Canadian Pacific Railway Limited - President, Chief Operating Officer and Director"
"57134","Ando, Takayuki ","Dalton Corporation - Chief Executive Officer and Representative Director"
"57135","Darby, Gavin John","Premier Foods plc - Chief Executive Officer and Director"
"57142","Buffington, Randy Earl","Hycroft Mining Corporation - Executive Chairman, Chief Executive Officer, President and Member of Technical Committee"
"57147","Gumm, Ryan ","Pinnacle Airlines Corp. - President and Chief Executive Officer"
"57151","Maxwell, Graham ","Collins Foods Limited - Chief Executive Officer, Managing Director and Director"
"57153","Barrett BA(ECON), MBA, Martin J.","Auswide Bank Ltd - Managing Director and Executive Director"
"57156","Mu-Shan, Chiang ","Chian Hsing Forging Industrial Co., Ltd. - President"
"57164","Raanes, Chris A.","ViewRay, Inc. - Chief Executive Officer, President and Director"
"57173","Wang, Yueou ","Automated Systems Holdings Limited - Chief Executive Officer, Executive Director, Chairman of Management Committee and Member of Investment Committee"
"57185","Zhang, Wanzhong ","King Stone Energy Group Limited - Chairman and Chairman of Nomination Committee"
"57186","Zong, Hao ","King Stone Energy Group Limited - Chief Executive Officer and Executive Director"
